3	3	24
3	3	25
3	3	26
3	3	27
3	3	28
3	3	29
3	3	30
3	3	31
3	3	32
3	3	33
3	3	34
3	3	35

3	3	36
3	3	37
3	3	38
3	3	39
3	3	40
3	3	41
3	3	42
3	3	43
3	3	44
3	3	45
3	3	46
3	3	47

18	0	12
18	0	13
18	0	14
18	0	15
18	0	16
18	0	17
18	0	18
18	0	19
18	0	20
18	0	21
18	0	22
18	0	23

19	1	24
19	1	25
19	1	26
19	1	27
19	1	28
19	1	29
19	1	30
19	1	31
19	1	32
19	1	33
19	1	34
19	1	35

22	1	24
22	1	25
22	1	26
22	1	27
22	1	28
22	1	29
22	1	30
22	1	31
22	1	32
22	1	33
22	1	34
22	1	35

24	1	0
24	1	1
24	1	2
24	1	3
24	1	4
24	1	5
24	1	6
24	1	7
24	1	8
24	1	9
24	1	10
24	1	11

26	3	0
26	3	1
26	3	2
26	3	3
26	3	4
26	3	5
26	3	6
26	3	7
26	3	8
26	3	9
26	3	10
26	3	11

28	1	36
28	1	37
28	1	38
28	1	39
28	1	40
28	1	41
28	1	42
28	1	43
28	1	44
28	1	45
28	1	46
28	1	47

30	1	36
30	1	37
30	1	38
30	1	39
30	1	40
30	1	41
30	1	42
30	1	43
30	1	44
30	1	45
30	1	46
30	1	47
